qnt,batch_index,c0_p,c1_p,c2_p,c3_p,c0_p_normalized,c1_p_normalized,c2_p_normalized,c3_p_normalized,c0_real,c1_real,c2_real,c3_real
PACC_syn,822,0.48,0.89,0.73,0.77,0.17,0.31,0.25,0.27,0.37,0.03,0.19,0.41
X_syn,822,0.0,0.02,0.0,0.38,0.0,0.05,0.0,0.95,0.37,0.03,0.19,0.41
MAX_syn,822,0.0,0.02,0.0,0.38,0.0,0.05,0.0,0.95,0.37,0.03,0.19,0.41
T50_syn,822,0.39,1.0,1.0,0.82,0.12,0.31,0.31,0.26,0.37,0.03,0.19,0.41
MS_syn,822,0.44,1.0,0.88,0.79,0.14,0.32,0.28,0.26,0.37,0.03,0.19,0.41
MS2_syn,822,0.43,1.0,0.81,0.79,0.14,0.33,0.27,0.26,0.37,0.03,0.19,0.41
SMM_syn,822,0.55,0.99,0.96,1.0,0.16,0.28,0.27,0.29,0.37,0.03,0.19,0.41
HDy_syn,822,0.55,1.0,1.0,0.93,0.16,0.29,0.29,0.27,0.37,0.03,0.19,0.41
DyS_cdt,822,0.68,1.0,0.45,0.58,0.25,0.37,0.17,0.21,0.37,0.03,0.19,0.41
ACC_cdt,822,0.6,1.0,0.0,0.0,0.38,0.62,0.0,0.0,0.37,0.03,0.19,0.41
PACC_cdt,822,0.76,0.89,0.41,0.59,0.29,0.34,0.16,0.22,0.37,0.03,0.19,0.41
X_cdt,822,0.55,0.02,0.0,0.0,0.97,0.03,0.0,0.0,0.37,0.03,0.19,0.41
MAX_cdt,822,0.56,0.02,0.0,0.0,0.97,0.03,0.0,0.0,0.37,0.03,0.19,0.41
T50_cdt,822,0.51,1.0,0.0,0.0,0.34,0.66,0.0,0.0,0.37,0.03,0.19,0.41
MS_cdt,822,0.62,1.0,0.0,0.0,0.38,0.62,0.0,0.0,0.37,0.03,0.19,0.41
MS2_cdt,822,0.59,1.0,0.0,0.0,0.37,0.63,0.0,0.0,0.37,0.03,0.19,0.41
SMM_cdt,822,0.76,0.99,0.41,0.59,0.28,0.36,0.15,0.21,0.37,0.03,0.19,0.41
HDy_cdt,822,0.65,1.0,0.5,0.71,0.23,0.35,0.18,0.25,0.37,0.03,0.19,0.41
CC2,822,0.52,0.0,0.29,0.19,0.52,0.0,0.29,0.19,0.37,0.03,0.19,0.41
PWK,822,0.31,0.14,0.19,0.36,0.31,0.14,0.19,0.36,0.37,0.03,0.19,0.41
HDx,822,0.11,1.0,1.0,0.94,0.11,1.0,1.0,0.94,0.37,0.03,0.19,0.41
GAC,822,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.37,0.03,0.19,0.41
GPAC,822,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.37,0.03,0.19,0.41
FM,822,0.58,0.0,0.0,0.42,0.58,0.0,0.0,0.42,0.37,0.03,0.19,0.41
EMQ,822,0.44,0.0,0.17,0.39,0.44,0.0,0.17,0.39,0.37,0.03,0.19,0.41
KDEyHD,822,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37,0.03,0.19,0.41
KDEyCS,822,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37,0.03,0.19,0.41
KDEyML,822,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37,0.03,0.19,0.41
CC,823,0.61,1.0,0.83,0.87,0.18,0.3,0.25,0.26,0.37,0.03,0.19,0.41
PCC,823,0.57,0.88,0.72,0.81,0.19,0.29,0.24,0.27,0.37,0.03,0.19,0.41
ACC,823,0.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
PACC,823,0.85,0.44,0.2,0.64,0.4,0.21,0.09,0.3,0.37,0.03,0.19,0.41
T50,823,0.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MAX,823,0.54,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MS,823,0.53,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MS2,823,0.52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
X,823,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
SMM,823,0.85,0.44,0.2,0.64,0.4,0.21,0.09,0.3,0.37,0.03,0.19,0.41
DyS,823,0.78,0.31,0.3,0.65,0.38,0.15,0.15,0.32,0.37,0.03,0.19,0.41
DySyn,823,0.63,1.0,0.97,0.93,0.18,0.28,0.27,0.26,0.37,0.03,0.19,0.41
HDy,823,0.78,0.39,0.39,0.75,0.34,0.17,0.17,0.33,0.37,0.03,0.19,0.41
ACC_syn,823,0.57,1.0,0.81,0.86,0.18,0.31,0.25,0.27,0.37,0.03,0.19,0.41
PACC_syn,823,0.52,0.88,0.69,0.8,0.18,0.3,0.24,0.28,0.37,0.03,0.19,0.41
X_syn,823,0.0,0.01,0.0,0.33,0.0,0.03,0.0,0.97,0.37,0.03,0.19,0.41
MAX_syn,823,0.0,0.01,0.0,0.33,0.0,0.03,0.0,0.97,0.37,0.03,0.19,0.41
T50_syn,823,0.48,1.0,0.98,1.0,0.14,0.29,0.28,0.29,0.37,0.03,0.19,0.41
MS_syn,823,0.49,1.0,0.81,0.87,0.15,0.32,0.25,0.27,0.37,0.03,0.19,0.41
MS2_syn,823,0.49,1.0,0.78,0.86,0.16,0.32,0.25,0.27,0.37,0.03,0.19,0.41
SMM_syn,823,0.63,0.96,0.9,0.89,0.19,0.28,0.27,0.26,0.37,0.03,0.19,0.41
HDy_syn,823,0.64,1.0,0.97,0.96,0.18,0.28,0.27,0.27,0.37,0.03,0.19,0.41
DyS_cdt,823,0.78,1.0,0.97,0.65,0.23,0.29,0.29,0.19,0.37,0.03,0.19,0.41
ACC_cdt,823,0.49,1.0,0.81,0.0,0.21,0.43,0.35,0.0,0.37,0.03,0.19,0.41
PACC_cdt,823,0.85,0.88,0.69,0.64,0.28,0.29,0.23,0.21,0.37,0.03,0.19,0.41
X_cdt,823,0.5,0.01,0.0,0.0,0.98,0.02,0.0,0.0,0.37,0.03,0.19,0.41
MAX_cdt,823,0.54,0.01,0.0,0.0,0.98,0.02,0.0,0.0,0.37,0.03,0.19,0.41
T50_cdt,823,0.49,1.0,0.98,0.0,0.2,0.4,0.4,0.0,0.37,0.03,0.19,0.41
MS_cdt,823,0.53,1.0,0.81,0.0,0.23,0.43,0.35,0.0,0.37,0.03,0.19,0.41
MS2_cdt,823,0.52,1.0,0.78,0.0,0.23,0.43,0.34,0.0,0.37,0.03,0.19,0.41
SMM_cdt,823,0.85,0.96,0.9,0.64,0.25,0.29,0.27,0.19,0.37,0.03,0.19,0.41
HDy_cdt,823,0.78,1.0,0.97,0.75,0.22,0.29,0.28,0.21,0.37,0.03,0.19,0.41
CC2,823,0.52,0.0,0.28,0.2,0.52,0.0,0.28,0.2,0.37,0.03,0.19,0.41
PWK,823,0.28,0.13,0.23,0.36,0.28,0.13,0.23,0.36,0.37,0.03,0.19,0.41
HDx,823,0.0,1.0,1.0,0.96,0.0,1.0,1.0,0.96,0.37,0.03,0.19,0.41
GAC,823,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.37,0.03,0.19,0.41
GPAC,823,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.37,0.03,0.19,0.41
FM,823,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
EMQ,823,0.3,0.01,0.48,0.21,0.3,0.01,0.48,0.21,0.37,0.03,0.19,0.41
KDEyHD,823,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.37,0.03,0.19,0.41
KDEyCS,823,0.43,0.0,0.57,0.0,0.43,0.0,0.57,0.0,0.37,0.03,0.19,0.41
KDEyML,823,0.0,0.0,0.97,0.03,0.0,0.0,0.97,0.03,0.37,0.03,0.19,0.41
CC,824,0.53,1.0,0.94,0.89,0.16,0.3,0.28,0.26,0.37,0.03,0.19,0.41
PCC,824,0.52,0.9,0.77,0.84,0.17,0.3,0.26,0.28,0.37,0.03,0.19,0.41
ACC,824,0.64,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
PACC,824,0.73,1.0,0.49,0.72,0.25,0.34,0.17,0.25,0.37,0.03,0.19,0.41
T50,824,0.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MAX,824,0.58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MS,824,0.64,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MS2,824,0.64,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
X,824,0.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
SMM,824,0.73,1.0,0.49,0.72,0.25,0.34,0.17,0.24,0.37,0.03,0.19,0.41
DyS,824,0.69,1.0,0.48,0.69,0.24,0.35,0.17,0.24,0.37,0.03,0.19,0.41
DySyn,824,0.56,1.0,1.0,0.99,0.16,0.28,0.28,0.28,0.37,0.03,0.19,0.41
HDy,824,0.68,1.0,0.56,0.78,0.23,0.33,0.19,0.26,0.37,0.03,0.19,0.41
ACC_syn,824,0.45,1.0,0.93,0.89,0.14,0.31,0.28,0.27,0.37,0.03,0.19,0.41
PACC_syn,824,0.46,0.9,0.75,0.83,0.16,0.31,0.25,0.28,0.37,0.03,0.19,0.41
X_syn,824,0.0,0.0,0.01,0.35,0.0,0.0,0.03,0.97,0.37,0.03,0.19,0.41
MAX_syn,824,0.0,0.0,0.01,0.35,0.0,0.0,0.03,0.97,0.37,0.03,0.19,0.41
T50_syn,824,0.4,1.0,1.0,1.0,0.12,0.29,0.29,0.29,0.37,0.03,0.19,0.41
MS_syn,824,0.44,1.0,0.93,0.89,0.13,0.31,0.29,0.27,0.37,0.03,0.19,0.41
MS2_syn,824,0.45,1.0,0.89,0.88,0.14,0.31,0.28,0.27,0.37,0.03,0.19,0.41
SMM_syn,824,0.53,0.99,1.0,0.92,0.15,0.29,0.29,0.27,0.37,0.03,0.19,0.41
HDy_syn,824,0.55,1.0,1.0,0.98,0.16,0.28,0.28,0.28,0.37,0.03,0.19,0.41
DyS_cdt,824,0.69,1.0,0.48,0.69,0.24,0.35,0.17,0.24,0.37,0.03,0.19,0.41
ACC_cdt,824,0.64,1.0,0.0,0.0,0.39,0.61,0.0,0.0,0.37,0.03,0.19,0.41
PACC_cdt,824,0.73,0.9,0.49,0.72,0.26,0.32,0.17,0.25,0.37,0.03,0.19,0.41
X_cdt,824,0.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MAX_cdt,824,0.58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
T50_cdt,824,0.74,1.0,0.0,0.0,0.43,0.57,0.0,0.0,0.37,0.03,0.19,0.41
MS_cdt,824,0.64,1.0,0.0,0.0,0.39,0.61,0.0,0.0,0.37,0.03,0.19,0.41
MS2_cdt,824,0.64,1.0,0.0,0.0,0.39,0.61,0.0,0.0,0.37,0.03,0.19,0.41
SMM_cdt,824,0.73,0.99,0.49,0.72,0.25,0.34,0.17,0.25,0.37,0.03,0.19,0.41
HDy_cdt,824,0.68,1.0,0.56,0.78,0.23,0.33,0.19,0.26,0.37,0.03,0.19,0.41
CC2,824,0.53,0.0,0.3,0.17,0.53,0.0,0.3,0.17,0.37,0.03,0.19,0.41
PWK,824,0.32,0.15,0.24,0.29,0.32,0.15,0.24,0.29,0.37,0.03,0.19,0.41
HDx,824,0.07,1.0,1.0,0.89,0.07,1.0,1.0,0.89,0.37,0.03,0.19,0.41
GAC,824,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.37,0.03,0.19,0.41
GPAC,824,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.37,0.03,0.19,0.41
FM,824,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
EMQ,824,0.39,0.0,0.4,0.21,0.39,0.0,0.4,0.21,0.37,0.03,0.19,0.41
KDEyHD,824,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37,0.03,0.19,0.41
KDEyCS,824,0.34,0.0,0.37,0.28,0.34,0.0,0.37,0.28,0.37,0.03,0.19,0.41
KDEyML,824,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37,0.03,0.19,0.41
CC,825,0.6,1.0,0.85,0.76,0.19,0.31,0.26,0.24,0.37,0.03,0.19,0.41
PCC,825,0.58,0.88,0.72,0.76,0.2,0.3,0.25,0.26,0.37,0.03,0.19,0.41
ACC,825,0.51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
PACC,825,0.87,0.37,0.19,0.49,0.45,0.19,0.1,0.26,0.37,0.03,0.19,0.41
T50,825,0.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MAX,825,0.51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MS,825,0.52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MS2,825,0.52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
X,825,0.52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
SMM,825,0.87,0.37,0.19,0.49,0.45,0.19,0.1,0.26,0.37,0.03,0.19,0.41
DyS,825,0.78,0.23,0.35,0.52,0.42,0.12,0.19,0.28,0.37,0.03,0.19,0.41
DySyn,825,0.59,1.0,0.99,0.86,0.17,0.29,0.29,0.25,0.37,0.03,0.19,0.41
HDy,825,0.75,0.28,0.4,0.66,0.36,0.13,0.19,0.32,0.37,0.03,0.19,0.41
ACC_syn,825,0.56,1.0,0.83,0.73,0.18,0.32,0.27,0.23,0.37,0.03,0.19,0.41
PACC_syn,825,0.54,0.88,0.68,0.74,0.19,0.31,0.24,0.26,0.37,0.03,0.19,0.41
X_syn,825,0.0,0.0,0.01,0.32,0.0,0.0,0.03,0.97,0.37,0.03,0.19,0.41
MAX_syn,825,0.0,0.0,0.01,0.32,0.0,0.0,0.03,0.97,0.37,0.03,0.19,0.41
T50_syn,825,0.53,1.0,0.98,0.92,0.15,0.29,0.29,0.27,0.37,0.03,0.19,0.41
MS_syn,825,0.51,1.0,0.83,0.74,0.16,0.33,0.27,0.24,0.37,0.03,0.19,0.41
MS2_syn,825,0.51,1.0,0.78,0.72,0.17,0.33,0.26,0.24,0.37,0.03,0.19,0.41
SMM_syn,825,0.63,0.96,0.9,0.99,0.18,0.28,0.26,0.28,0.37,0.03,0.19,0.41
HDy_syn,825,0.59,1.0,0.99,0.89,0.17,0.29,0.29,0.26,0.37,0.03,0.19,0.41
DyS_cdt,825,0.78,1.0,0.35,0.52,0.3,0.38,0.13,0.2,0.37,0.03,0.19,0.41
ACC_cdt,825,0.51,1.0,0.0,0.0,0.34,0.66,0.0,0.0,0.37,0.03,0.19,0.41
PACC_cdt,825,0.87,0.88,0.19,0.49,0.36,0.36,0.08,0.2,0.37,0.03,0.19,0.41
X_cdt,825,0.52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MAX_cdt,825,0.51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
T50_cdt,825,0.35,1.0,0.0,0.0,0.26,0.74,0.0,0.0,0.37,0.03,0.19,0.41
MS_cdt,825,0.52,1.0,0.0,0.0,0.34,0.66,0.0,0.0,0.37,0.03,0.19,0.41
MS2_cdt,825,0.52,1.0,0.0,0.0,0.34,0.66,0.0,0.0,0.37,0.03,0.19,0.41
SMM_cdt,825,0.87,0.96,0.19,0.49,0.35,0.38,0.08,0.2,0.37,0.03,0.19,0.41
HDy_cdt,825,0.75,1.0,0.4,0.66,0.27,0.36,0.14,0.23,0.37,0.03,0.19,0.41
CC2,825,0.47,0.0,0.27,0.26,0.47,0.0,0.27,0.26,0.37,0.03,0.19,0.41
PWK,825,0.31,0.15,0.23,0.31,0.31,0.15,0.23,0.31,0.37,0.03,0.19,0.41
HDx,825,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.37,0.03,0.19,0.41
GAC,825,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.37,0.03,0.19,0.41
GPAC,825,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.37,0.03,0.19,0.41
FM,825,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
EMQ,825,0.27,0.25,0.01,0.47,0.27,0.25,0.01,0.47,0.37,0.03,0.19,0.41
KDEyHD,825,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37,0.03,0.19,0.41
KDEyCS,825,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37,0.03,0.19,0.41
KDEyML,825,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37,0.03,0.19,0.41
CC,826,0.61,1.0,0.81,0.77,0.19,0.31,0.25,0.24,0.37,0.03,0.19,0.41
PCC,826,0.6,0.89,0.71,0.75,0.2,0.3,0.24,0.26,0.37,0.03,0.19,0.41
ACC,826,0.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
PACC,826,0.92,0.73,0.15,0.48,0.4,0.32,0.06,0.21,0.37,0.03,0.19,0.41
T50,826,0.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MAX,826,0.42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MS,826,0.48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MS2,826,0.47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
X,826,0.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
SMM,826,0.92,0.73,0.15,0.48,0.4,0.32,0.07,0.21,0.37,0.03,0.19,0.41
DyS,826,0.8,0.56,0.35,0.47,0.37,0.25,0.16,0.22,0.37,0.03,0.19,0.41
DySyn,826,0.65,1.0,1.0,0.9,0.18,0.28,0.28,0.25,0.37,0.03,0.19,0.41
HDy,826,0.82,0.47,0.42,0.6,0.36,0.2,0.18,0.26,0.37,0.03,0.19,0.41
ACC_syn,826,0.57,1.0,0.79,0.74,0.18,0.32,0.26,0.24,0.37,0.03,0.19,0.41
PACC_syn,826,0.54,0.89,0.62,0.72,0.2,0.32,0.22,0.26,0.37,0.03,0.19,0.41
X_syn,826,0.0,0.01,0.0,0.26,0.0,0.04,0.0,0.96,0.37,0.03,0.19,0.41
MAX_syn,826,0.0,0.01,0.0,0.26,0.0,0.04,0.0,0.96,0.37,0.03,0.19,0.41
T50_syn,826,0.52,1.0,1.0,0.92,0.15,0.29,0.29,0.27,0.37,0.03,0.19,0.41
MS_syn,826,0.55,1.0,0.74,0.75,0.18,0.33,0.24,0.25,0.37,0.03,0.19,0.41
MS2_syn,826,0.54,1.0,0.73,0.74,0.18,0.33,0.24,0.25,0.37,0.03,0.19,0.41
SMM_syn,826,0.67,0.97,1.0,0.98,0.19,0.27,0.28,0.27,0.37,0.03,0.19,0.41
HDy_syn,826,0.67,1.0,1.0,0.91,0.19,0.28,0.28,0.25,0.37,0.03,0.19,0.41
DyS_cdt,826,0.8,1.0,1.0,0.47,0.24,0.31,0.31,0.14,0.37,0.03,0.19,0.41
ACC_cdt,826,0.49,1.0,0.79,0.0,0.22,0.44,0.35,0.0,0.37,0.03,0.19,0.41
PACC_cdt,826,0.92,0.89,0.62,0.48,0.32,0.31,0.21,0.17,0.37,0.03,0.19,0.41
X_cdt,826,0.45,0.01,0.0,0.0,0.98,0.02,0.0,0.0,0.37,0.03,0.19,0.41
MAX_cdt,826,0.42,0.01,0.0,0.0,0.98,0.02,0.0,0.0,0.37,0.03,0.19,0.41
T50_cdt,826,0.24,1.0,1.0,0.0,0.11,0.45,0.45,0.0,0.37,0.03,0.19,0.41
MS_cdt,826,0.48,1.0,0.74,0.0,0.22,0.45,0.33,0.0,0.37,0.03,0.19,0.41
MS2_cdt,826,0.47,1.0,0.73,0.0,0.21,0.45,0.33,0.0,0.37,0.03,0.19,0.41
SMM_cdt,826,0.92,0.97,1.0,0.48,0.27,0.29,0.3,0.14,0.37,0.03,0.19,0.41
HDy_cdt,826,0.82,1.0,1.0,0.6,0.24,0.29,0.29,0.18,0.37,0.03,0.19,0.41
CC2,826,0.44,0.0,0.23,0.33,0.44,0.0,0.23,0.33,0.37,0.03,0.19,0.41
PWK,826,0.22,0.15,0.26,0.37,0.22,0.15,0.26,0.37,0.37,0.03,0.19,0.41
HDx,826,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.37,0.03,0.19,0.41
GAC,826,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.37,0.03,0.19,0.41
GPAC,826,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.37,0.03,0.19,0.41
FM,826,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
EMQ,826,0.34,0.01,0.17,0.48,0.34,0.01,0.17,0.48,0.37,0.03,0.19,0.41
KDEyHD,826,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37,0.03,0.19,0.41
KDEyCS,826,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37,0.03,0.19,0.41
KDEyML,826,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37,0.03,0.19,0.41
CC,827,0.61,1.0,0.82,0.77,0.19,0.31,0.26,0.24,0.37,0.03,0.19,0.41
PCC,827,0.59,0.89,0.71,0.76,0.2,0.3,0.24,0.26,0.37,0.03,0.19,0.41
ACC,827,0.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
PACC,827,0.89,0.73,0.13,0.5,0.4,0.33,0.06,0.22,0.37,0.03,0.19,0.41
T50,827,0.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MAX,827,0.48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MS,827,0.51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MS2,827,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
X,827,0.43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
SMM,827,0.89,0.73,0.13,0.5,0.4,0.32,0.06,0.22,0.37,0.03,0.19,0.41
DyS,827,0.79,0.62,0.32,0.48,0.36,0.28,0.14,0.22,0.37,0.03,0.19,0.41
DySyn,827,0.63,1.0,1.0,0.86,0.18,0.29,0.29,0.25,0.37,0.03,0.19,0.41
HDy,827,0.78,0.6,0.39,0.6,0.33,0.26,0.16,0.25,0.37,0.03,0.19,0.41
ACC_syn,827,0.57,1.0,0.8,0.74,0.18,0.32,0.26,0.24,0.37,0.03,0.19,0.41
PACC_syn,827,0.54,0.89,0.63,0.74,0.19,0.32,0.23,0.26,0.37,0.03,0.19,0.41
X_syn,827,0.0,0.01,0.0,0.29,0.0,0.03,0.0,0.97,0.37,0.03,0.19,0.41
MAX_syn,827,0.0,0.01,0.0,0.29,0.0,0.03,0.0,0.97,0.37,0.03,0.19,0.41
T50_syn,827,0.55,1.0,0.96,0.88,0.16,0.3,0.28,0.26,0.37,0.03,0.19,0.41
MS_syn,827,0.53,1.0,0.8,0.75,0.17,0.33,0.26,0.24,0.37,0.03,0.19,0.41
MS2_syn,827,0.52,1.0,0.76,0.74,0.17,0.33,0.25,0.24,0.37,0.03,0.19,0.41
SMM_syn,827,0.66,0.97,0.9,0.98,0.19,0.28,0.26,0.28,0.37,0.03,0.19,0.41
HDy_syn,827,0.59,1.0,1.0,0.88,0.17,0.29,0.29,0.25,0.37,0.03,0.19,0.41
DyS_cdt,827,0.79,1.0,1.0,0.48,0.24,0.31,0.31,0.15,0.37,0.03,0.19,0.41
ACC_cdt,827,0.49,1.0,0.8,0.0,0.22,0.44,0.35,0.0,0.37,0.03,0.19,0.41
PACC_cdt,827,0.89,0.89,0.63,0.5,0.31,0.3,0.22,0.17,0.37,0.03,0.19,0.41
X_cdt,827,0.43,0.01,0.0,0.0,0.98,0.02,0.0,0.0,0.37,0.03,0.19,0.41
MAX_cdt,827,0.48,0.01,0.0,0.0,0.98,0.02,0.0,0.0,0.37,0.03,0.19,0.41
T50_cdt,827,0.35,1.0,0.96,0.0,0.15,0.43,0.42,0.0,0.37,0.03,0.19,0.41
MS_cdt,827,0.51,1.0,0.8,0.0,0.22,0.43,0.35,0.0,0.37,0.03,0.19,0.41
MS2_cdt,827,0.5,1.0,0.76,0.0,0.22,0.44,0.34,0.0,0.37,0.03,0.19,0.41
SMM_cdt,827,0.89,0.97,0.9,0.5,0.27,0.3,0.28,0.15,0.37,0.03,0.19,0.41
HDy_cdt,827,0.78,1.0,1.0,0.6,0.23,0.3,0.3,0.18,0.37,0.03,0.19,0.41
CC2,827,0.47,0.0,0.29,0.24,0.47,0.0,0.29,0.24,0.37,0.03,0.19,0.41
PWK,827,0.26,0.17,0.18,0.39,0.26,0.17,0.18,0.39,0.37,0.03,0.19,0.41
HDx,827,0.29,1.0,1.0,1.0,0.29,1.0,1.0,1.0,0.37,0.03,0.19,0.41
GAC,827,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.37,0.03,0.19,0.41
GPAC,827,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.37,0.03,0.19,0.41
FM,827,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
EMQ,827,0.34,0.0,0.21,0.45,0.34,0.0,0.21,0.45,0.37,0.03,0.19,0.41
KDEyHD,827,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37,0.03,0.19,0.41
KDEyCS,827,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37,0.03,0.19,0.41
KDEyML,827,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37,0.03,0.19,0.41
CC,828,0.58,1.0,0.89,0.83,0.18,0.3,0.27,0.25,0.37,0.03,0.19,0.41
PCC,828,0.56,0.88,0.75,0.79,0.19,0.3,0.25,0.26,0.37,0.03,0.19,0.41
ACC,828,0.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
PACC,828,0.83,0.61,0.33,0.57,0.35,0.26,0.14,0.25,0.37,0.03,0.19,0.41
T50,828,0.54,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MAX,828,0.54,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MS,828,0.54,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
MS2,828,0.54,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
X,828,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.03,0.19,0.41
SMM,828,0.83,0.61,0.33,0.57,0.35,0.26,0.14,0.24,0.37,0.03,0.19,0.41
DyS,828,0.78,0.56,0.38,0.6,0.34,0.24,0.16,0.26,0.37,0.03,0.19,0.41
DySyn,828,0.61,1.0,1.0,0.88,0.17,0.29,0.29,0.25,0.37,0.03,0.19,0.41
