qnt,batch_index,c0_p,c1_p,c2_p,c3_p,c0_p_normalized,c1_p_normalized,c2_p_normalized,c3_p_normalized,c0_real,c1_real,c2_real,c3_real
X_cdt,47,0.78,0.03,0.0,0.0,0.96,0.04,0.0,0.0,0.44,0.2,0.17,0.19
MAX_cdt,47,0.77,0.03,0.0,0.0,0.96,0.04,0.0,0.0,0.44,0.2,0.17,0.19
T50_cdt,47,0.72,1.0,0.0,0.0,0.42,0.58,0.0,0.0,0.44,0.2,0.17,0.19
MS_cdt,47,0.82,1.0,0.0,0.0,0.45,0.55,0.0,0.0,0.44,0.2,0.17,0.19
MS2_cdt,47,0.81,1.0,0.0,0.0,0.45,0.55,0.0,0.0,0.44,0.2,0.17,0.19
SMM_cdt,47,0.54,0.99,0.61,0.8,0.18,0.34,0.21,0.27,0.44,0.2,0.17,0.19
HDy_cdt,47,0.46,1.0,0.71,0.9,0.15,0.33,0.23,0.29,0.44,0.2,0.17,0.19
CC2,47,0.64,0.0,0.24,0.12,0.64,0.0,0.24,0.12,0.44,0.2,0.17,0.19
PWK,47,0.42,0.23,0.14,0.21,0.42,0.23,0.14,0.21,0.44,0.2,0.17,0.19
HDx,47,0.26,1.0,1.0,0.83,0.26,1.0,1.0,0.83,0.44,0.2,0.17,0.19
GAC,47,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.44,0.2,0.17,0.19
GPAC,47,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.44,0.2,0.17,0.19
FM,47,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.44,0.2,0.17,0.19
EMQ,47,0.54,0.0,0.32,0.14,0.54,0.0,0.32,0.14,0.44,0.2,0.17,0.19
KDEyHD,47,0.2,0.0,0.27,0.53,0.2,0.0,0.27,0.53,0.44,0.2,0.17,0.19
KDEyCS,47,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.44,0.2,0.17,0.19
KDEyML,47,0.64,0.0,0.0,0.36,0.64,0.0,0.0,0.36,0.44,0.2,0.17,0.19
CC,48,0.37,1.0,0.9,0.91,0.12,0.31,0.28,0.29,0.44,0.2,0.17,0.19
PCC,48,0.4,0.89,0.81,0.88,0.13,0.3,0.27,0.3,0.44,0.2,0.17,0.19
ACC,48,0.92,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
PACC,48,0.46,0.85,0.7,0.83,0.16,0.3,0.25,0.29,0.44,0.2,0.17,0.19
T50,48,0.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MAX,48,0.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MS,48,0.92,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MS2,48,0.91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
X,48,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
SMM,48,0.46,0.85,0.7,0.83,0.16,0.3,0.25,0.29,0.44,0.2,0.17,0.19
DyS,48,0.45,0.93,0.72,0.83,0.15,0.32,0.25,0.28,0.44,0.2,0.17,0.19
DySyn,48,0.34,1.0,1.0,0.95,0.1,0.3,0.3,0.29,0.44,0.2,0.17,0.19
HDy,48,0.42,1.0,0.81,0.95,0.13,0.32,0.25,0.3,0.44,0.2,0.17,0.19
ACC_syn,48,0.3,1.0,0.89,0.91,0.1,0.32,0.29,0.29,0.44,0.2,0.17,0.19
PACC_syn,48,0.33,0.89,0.79,0.88,0.12,0.31,0.27,0.31,0.44,0.2,0.17,0.19
X_syn,48,0.0,0.0,0.01,0.48,0.0,0.0,0.02,0.98,0.44,0.2,0.17,0.19
MAX_syn,48,0.0,0.0,0.01,0.48,0.0,0.0,0.02,0.98,0.44,0.2,0.17,0.19
T50_syn,48,0.12,1.0,1.0,1.0,0.04,0.32,0.32,0.32,0.44,0.2,0.17,0.19
MS_syn,48,0.26,1.0,0.89,0.91,0.09,0.33,0.29,0.3,0.44,0.2,0.17,0.19
MS2_syn,48,0.26,1.0,0.88,0.9,0.08,0.33,0.29,0.3,0.44,0.2,0.17,0.19
SMM_syn,48,0.32,0.97,1.0,0.97,0.1,0.3,0.31,0.3,0.44,0.2,0.17,0.19
HDy_syn,48,0.33,1.0,1.0,0.97,0.1,0.3,0.3,0.29,0.44,0.2,0.17,0.19
DyS_cdt,48,0.45,1.0,0.72,0.83,0.15,0.33,0.24,0.28,0.44,0.2,0.17,0.19
ACC_cdt,48,0.92,1.0,0.0,0.0,0.48,0.52,0.0,0.0,0.44,0.2,0.17,0.19
PACC_cdt,48,0.46,0.89,0.7,0.83,0.16,0.31,0.24,0.29,0.44,0.2,0.17,0.19
X_cdt,48,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MAX_cdt,48,0.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
T50_cdt,48,0.77,1.0,0.0,0.0,0.43,0.57,0.0,0.0,0.44,0.2,0.17,0.19
MS_cdt,48,0.92,1.0,0.0,0.0,0.48,0.52,0.0,0.0,0.44,0.2,0.17,0.19
MS2_cdt,48,0.91,1.0,0.0,0.0,0.48,0.52,0.0,0.0,0.44,0.2,0.17,0.19
SMM_cdt,48,0.46,0.97,0.7,0.83,0.16,0.33,0.24,0.28,0.44,0.2,0.17,0.19
HDy_cdt,48,0.42,1.0,0.81,0.95,0.13,0.32,0.25,0.3,0.44,0.2,0.17,0.19
CC2,48,0.7,0.0,0.19,0.11,0.7,0.0,0.19,0.11,0.44,0.2,0.17,0.19
PWK,48,0.44,0.21,0.17,0.18,0.44,0.21,0.17,0.18,0.44,0.2,0.17,0.19
HDx,48,0.0,1.0,1.0,0.93,0.0,1.0,1.0,0.93,0.44,0.2,0.17,0.19
GAC,48,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.44,0.2,0.17,0.19
GPAC,48,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.44,0.2,0.17,0.19
FM,48,0.37,0.0,0.0,0.63,0.37,0.0,0.0,0.63,0.44,0.2,0.17,0.19
EMQ,48,0.59,0.09,0.17,0.16,0.59,0.09,0.17,0.16,0.44,0.2,0.17,0.19
KDEyHD,48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.44,0.2,0.17,0.19
KDEyCS,48,0.32,0.0,0.29,0.39,0.32,0.0,0.29,0.39,0.44,0.2,0.17,0.19
KDEyML,48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.44,0.2,0.17,0.19
CC,49,0.45,1.0,0.9,0.87,0.14,0.31,0.28,0.27,0.44,0.2,0.17,0.19
PCC,49,0.45,0.88,0.78,0.86,0.15,0.3,0.26,0.29,0.44,0.2,0.17,0.19
ACC,49,0.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
PACC,49,0.58,0.65,0.51,0.78,0.23,0.26,0.2,0.31,0.44,0.2,0.17,0.19
T50,49,0.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MAX,49,0.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MS,49,0.79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MS2,49,0.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
X,49,0.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
SMM,49,0.58,0.65,0.51,0.78,0.23,0.26,0.2,0.31,0.44,0.2,0.17,0.19
DyS,49,0.55,0.53,0.57,0.79,0.22,0.22,0.23,0.32,0.44,0.2,0.17,0.19
DySyn,49,0.42,1.0,0.99,0.97,0.12,0.3,0.29,0.29,0.44,0.2,0.17,0.19
HDy,49,0.52,0.58,0.67,0.9,0.19,0.22,0.25,0.34,0.44,0.2,0.17,0.19
ACC_syn,49,0.38,1.0,0.89,0.87,0.12,0.32,0.28,0.28,0.44,0.2,0.17,0.19
PACC_syn,49,0.38,0.88,0.76,0.86,0.13,0.31,0.26,0.3,0.44,0.2,0.17,0.19
X_syn,49,0.0,0.03,0.01,0.44,0.0,0.06,0.02,0.92,0.44,0.2,0.17,0.19
MAX_syn,49,0.0,0.03,0.01,0.44,0.0,0.06,0.02,0.92,0.44,0.2,0.17,0.19
T50_syn,49,0.25,1.0,0.98,1.0,0.08,0.31,0.3,0.31,0.44,0.2,0.17,0.19
MS_syn,49,0.31,1.0,0.89,0.87,0.1,0.33,0.29,0.28,0.44,0.2,0.17,0.19
MS2_syn,49,0.31,1.0,0.88,0.86,0.1,0.33,0.29,0.28,0.44,0.2,0.17,0.19
SMM_syn,49,0.41,0.97,1.0,0.95,0.12,0.29,0.3,0.29,0.44,0.2,0.17,0.19
HDy_syn,49,0.42,1.0,0.99,0.97,0.12,0.3,0.29,0.29,0.44,0.2,0.17,0.19
DyS_cdt,49,0.55,1.0,0.57,0.79,0.19,0.34,0.2,0.27,0.44,0.2,0.17,0.19
ACC_cdt,49,0.78,1.0,0.0,0.0,0.44,0.56,0.0,0.0,0.44,0.2,0.17,0.19
PACC_cdt,49,0.58,0.88,0.51,0.78,0.21,0.32,0.18,0.28,0.44,0.2,0.17,0.19
X_cdt,49,0.73,0.03,0.0,0.0,0.96,0.04,0.0,0.0,0.44,0.2,0.17,0.19
MAX_cdt,49,0.77,0.03,0.0,0.0,0.96,0.04,0.0,0.0,0.44,0.2,0.17,0.19
T50_cdt,49,0.67,1.0,0.0,0.0,0.4,0.6,0.0,0.0,0.44,0.2,0.17,0.19
MS_cdt,49,0.79,1.0,0.0,0.0,0.44,0.56,0.0,0.0,0.44,0.2,0.17,0.19
MS2_cdt,49,0.78,1.0,0.0,0.0,0.44,0.56,0.0,0.0,0.44,0.2,0.17,0.19
SMM_cdt,49,0.58,0.97,0.51,0.78,0.2,0.34,0.18,0.27,0.44,0.2,0.17,0.19
HDy_cdt,49,0.52,1.0,0.67,0.9,0.17,0.32,0.22,0.29,0.44,0.2,0.17,0.19
CC2,49,0.63,0.01,0.23,0.13,0.63,0.01,0.23,0.13,0.44,0.2,0.17,0.19
PWK,49,0.36,0.19,0.24,0.21,0.36,0.19,0.24,0.21,0.44,0.2,0.17,0.19
HDx,49,0.24,1.0,1.0,0.9,0.24,1.0,1.0,0.9,0.44,0.2,0.17,0.19
GAC,49,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.44,0.2,0.17,0.19
GPAC,49,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.44,0.2,0.17,0.19
FM,49,0.48,0.0,0.0,0.52,0.48,0.0,0.0,0.52,0.44,0.2,0.17,0.19
EMQ,49,0.52,0.01,0.33,0.14,0.52,0.01,0.33,0.14,0.44,0.2,0.17,0.19
KDEyHD,49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.44,0.2,0.17,0.19
KDEyCS,49,0.22,0.0,0.0,0.78,0.22,0.0,0.0,0.78,0.44,0.2,0.17,0.19
KDEyML,49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.44,0.2,0.17,0.19
CC,50,0.71,1.0,0.81,0.76,0.22,0.3,0.25,0.23,0.06,0.16,0.32,0.46
PCC,50,0.68,0.88,0.67,0.73,0.23,0.3,0.23,0.25,0.06,0.16,0.32,0.46
ACC,50,0.32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
PACC,50,1.0,0.4,0.0,0.41,0.55,0.22,0.0,0.23,0.06,0.16,0.32,0.46
T50,50,0.19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
MAX,50,0.32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
MS,50,0.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
MS2,50,0.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
X,50,0.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
SMM,50,1.0,0.4,0.0,0.41,0.55,0.22,0.0,0.23,0.06,0.16,0.32,0.46
DyS,50,1.0,0.29,0.06,0.44,0.56,0.16,0.03,0.24,0.06,0.16,0.32,0.46
DySyn,50,0.8,1.0,1.0,0.85,0.22,0.27,0.27,0.23,0.06,0.16,0.32,0.46
HDy,50,1.0,0.3,0.07,0.5,0.54,0.16,0.04,0.27,0.06,0.16,0.32,0.46
ACC_syn,50,0.68,1.0,0.76,0.74,0.22,0.31,0.24,0.23,0.06,0.16,0.32,0.46
PACC_syn,50,0.64,0.88,0.55,0.7,0.23,0.32,0.2,0.25,0.06,0.16,0.32,0.46
X_syn,50,0.02,0.01,0.0,0.2,0.09,0.04,0.0,0.87,0.06,0.16,0.32,0.46
MAX_syn,50,0.02,0.01,0.0,0.2,0.09,0.04,0.0,0.87,0.06,0.16,0.32,0.46
T50_syn,50,0.82,1.0,0.96,0.66,0.24,0.29,0.28,0.19,0.06,0.16,0.32,0.46
MS_syn,50,0.67,1.0,0.75,0.73,0.21,0.32,0.24,0.23,0.06,0.16,0.32,0.46
MS2_syn,50,0.66,1.0,0.69,0.71,0.21,0.33,0.23,0.23,0.06,0.16,0.32,0.46
SMM_syn,50,0.81,0.96,1.0,0.92,0.22,0.26,0.27,0.25,0.06,0.16,0.32,0.46
HDy_syn,50,0.82,1.0,0.99,0.86,0.22,0.27,0.27,0.23,0.06,0.16,0.32,0.46
DyS_cdt,50,0.8,1.0,1.0,0.44,0.25,0.31,0.31,0.13,0.06,0.16,0.32,0.46
ACC_cdt,50,0.68,1.0,0.76,0.0,0.28,0.41,0.31,0.0,0.06,0.16,0.32,0.46
PACC_cdt,50,0.64,0.88,0.55,0.41,0.26,0.35,0.22,0.17,0.06,0.16,0.32,0.46
X_cdt,50,0.02,0.01,0.0,0.0,0.67,0.33,0.0,0.0,0.06,0.16,0.32,0.46
MAX_cdt,50,0.02,0.01,0.0,0.0,0.67,0.33,0.0,0.0,0.06,0.16,0.32,0.46
T50_cdt,50,0.82,1.0,0.96,0.0,0.29,0.36,0.35,0.0,0.06,0.16,0.32,0.46
MS_cdt,50,0.67,1.0,0.75,0.0,0.28,0.41,0.31,0.0,0.06,0.16,0.32,0.46
MS2_cdt,50,0.66,1.0,0.69,0.0,0.28,0.43,0.29,0.0,0.06,0.16,0.32,0.46
SMM_cdt,50,0.81,0.96,1.0,0.41,0.25,0.3,0.31,0.13,0.06,0.16,0.32,0.46
HDy_cdt,50,0.82,1.0,0.99,0.5,0.25,0.3,0.3,0.15,0.06,0.16,0.32,0.46
CC2,50,0.37,0.0,0.32,0.31,0.37,0.0,0.32,0.31,0.06,0.16,0.32,0.46
PWK,50,0.17,0.14,0.3,0.39,0.17,0.14,0.3,0.39,0.06,0.16,0.32,0.46
HDx,50,0.0,1.0,1.0,0.93,0.0,1.0,1.0,0.93,0.06,0.16,0.32,0.46
GAC,50,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.06,0.16,0.32,0.46
GPAC,50,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.06,0.16,0.32,0.46
FM,50,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
EMQ,50,0.06,0.08,0.46,0.39,0.06,0.08,0.46,0.39,0.06,0.16,0.32,0.46
KDEyHD,50,0.0,0.0,0.04,0.96,0.0,0.0,0.04,0.96,0.06,0.16,0.32,0.46
KDEyCS,50,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06,0.16,0.32,0.46
KDEyML,50,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06,0.16,0.32,0.46
CC,51,0.68,1.0,0.8,0.76,0.21,0.31,0.25,0.23,0.06,0.16,0.32,0.46
PCC,51,0.67,0.87,0.67,0.74,0.23,0.3,0.23,0.25,0.06,0.16,0.32,0.46
ACC,51,0.37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
PACC,51,1.0,0.29,0.0,0.45,0.58,0.17,0.0,0.26,0.06,0.16,0.32,0.46
T50,51,0.17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
MAX,51,0.37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
MS,51,0.31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
MS2,51,0.32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
X,51,0.37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
SMM,51,1.0,0.29,0.0,0.45,0.57,0.17,0.0,0.26,0.06,0.16,0.32,0.46
DyS,51,1.0,0.08,0.05,0.45,0.64,0.05,0.03,0.28,0.06,0.16,0.32,0.46
DySyn,51,0.76,1.0,1.0,0.91,0.21,0.27,0.27,0.25,0.06,0.16,0.32,0.46
HDy,51,1.0,0.14,0.07,0.48,0.59,0.08,0.04,0.29,0.06,0.16,0.32,0.46
ACC_syn,51,0.64,1.0,0.73,0.74,0.21,0.32,0.24,0.24,0.06,0.16,0.32,0.46
PACC_syn,51,0.63,0.87,0.55,0.71,0.23,0.32,0.2,0.26,0.06,0.16,0.32,0.46
X_syn,51,0.0,0.01,0.0,0.14,0.0,0.07,0.0,0.93,0.06,0.16,0.32,0.46
MAX_syn,51,0.0,0.01,0.0,0.14,0.0,0.07,0.0,0.93,0.06,0.16,0.32,0.46
T50_syn,51,0.82,1.0,0.96,0.96,0.22,0.27,0.26,0.26,0.06,0.16,0.32,0.46
MS_syn,51,0.66,1.0,0.74,0.66,0.22,0.33,0.24,0.22,0.06,0.16,0.32,0.46
MS2_syn,51,0.65,1.0,0.61,0.7,0.22,0.34,0.21,0.24,0.06,0.16,0.32,0.46
SMM_syn,51,0.79,0.95,1.0,0.93,0.22,0.26,0.27,0.25,0.06,0.16,0.32,0.46
HDy_syn,51,0.81,1.0,1.0,0.9,0.22,0.27,0.27,0.24,0.06,0.16,0.32,0.46
DyS_cdt,51,1.0,1.0,1.0,0.45,0.29,0.29,0.29,0.13,0.06,0.16,0.32,0.46
ACC_cdt,51,0.37,1.0,0.73,0.0,0.18,0.48,0.35,0.0,0.06,0.16,0.32,0.46
PACC_cdt,51,1.0,0.87,0.55,0.45,0.35,0.3,0.19,0.16,0.06,0.16,0.32,0.46
X_cdt,51,0.37,0.01,0.0,0.0,0.97,0.03,0.0,0.0,0.06,0.16,0.32,0.46
MAX_cdt,51,0.37,0.01,0.0,0.0,0.97,0.03,0.0,0.0,0.06,0.16,0.32,0.46
T50_cdt,51,0.17,1.0,0.96,0.0,0.08,0.47,0.45,0.0,0.06,0.16,0.32,0.46
MS_cdt,51,0.31,1.0,0.74,0.0,0.15,0.49,0.36,0.0,0.06,0.16,0.32,0.46
MS2_cdt,51,0.32,1.0,0.61,0.0,0.16,0.52,0.32,0.0,0.06,0.16,0.32,0.46
SMM_cdt,51,1.0,0.95,1.0,0.45,0.29,0.28,0.29,0.13,0.06,0.16,0.32,0.46
HDy_cdt,51,1.0,1.0,1.0,0.48,0.29,0.29,0.29,0.14,0.06,0.16,0.32,0.46
CC2,51,0.4,0.0,0.31,0.29,0.4,0.0,0.31,0.29,0.06,0.16,0.32,0.46
PWK,51,0.13,0.18,0.37,0.32,0.13,0.18,0.37,0.32,0.06,0.16,0.32,0.46
HDx,51,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.06,0.16,0.32,0.46
GAC,51,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.06,0.16,0.32,0.46
GPAC,51,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.06,0.16,0.32,0.46
FM,51,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
EMQ,51,0.06,0.15,0.41,0.38,0.06,0.15,0.41,0.38,0.06,0.16,0.32,0.46
KDEyHD,51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06,0.16,0.32,0.46
KDEyCS,51,0.0,0.0,0.51,0.49,0.0,0.0,0.51,0.49,0.06,0.16,0.32,0.46
KDEyML,51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06,0.16,0.32,0.46
CC,52,0.75,1.0,0.85,0.83,0.22,0.29,0.25,0.24,0.06,0.16,0.32,0.46
PCC,52,0.68,0.87,0.68,0.77,0.23,0.29,0.23,0.26,0.06,0.16,0.32,0.46
ACC,52,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
PACC,52,1.0,0.21,0.0,0.52,0.58,0.12,0.0,0.3,0.06,0.16,0.32,0.46
T50,52,0.47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
MAX,52,0.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
MS,52,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
MS2,52,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
X,52,0.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
SMM,52,1.0,0.21,0.0,0.52,0.58,0.12,0.0,0.3,0.06,0.16,0.32,0.46
DyS,52,1.0,0.0,0.0,0.46,0.68,0.0,0.0,0.31,0.06,0.16,0.32,0.46
DySyn,52,0.81,1.0,1.0,0.93,0.22,0.27,0.27,0.25,0.06,0.16,0.32,0.46
HDy,52,1.0,0.01,0.06,0.49,0.64,0.01,0.04,0.31,0.06,0.16,0.32,0.46
ACC_syn,52,0.72,1.0,0.81,0.81,0.22,0.3,0.24,0.24,0.06,0.16,0.32,0.46
PACC_syn,52,0.65,0.87,0.56,0.75,0.23,0.31,0.2,0.26,0.06,0.16,0.32,0.46
X_syn,52,0.0,0.0,0.01,0.19,0.0,0.0,0.05,0.95,0.06,0.16,0.32,0.46
MAX_syn,52,0.0,0.0,0.01,0.19,0.0,0.0,0.05,0.95,0.06,0.16,0.32,0.46
T50_syn,52,0.8,1.0,0.98,0.94,0.22,0.27,0.26,0.25,0.06,0.16,0.32,0.46
MS_syn,52,0.72,1.0,0.8,0.81,0.22,0.3,0.24,0.24,0.06,0.16,0.32,0.46
MS2_syn,52,0.72,1.0,0.64,0.78,0.23,0.32,0.2,0.25,0.06,0.16,0.32,0.46
SMM_syn,52,0.83,0.96,1.0,0.99,0.22,0.25,0.26,0.26,0.06,0.16,0.32,0.46
HDy_syn,52,0.84,1.0,1.0,0.96,0.22,0.26,0.26,0.25,0.06,0.16,0.32,0.46
DyS_cdt,52,0.81,1.0,0.0,0.46,0.36,0.44,0.0,0.2,0.06,0.16,0.32,0.46
ACC_cdt,52,0.72,1.0,0.0,0.0,0.42,0.58,0.0,0.0,0.06,0.16,0.32,0.46
PACC_cdt,52,0.65,0.87,0.0,0.52,0.32,0.43,0.0,0.26,0.06,0.16,0.32,0.46
X_cdt,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
MAX_cdt,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
T50_cdt,52,0.8,1.0,0.0,0.0,0.44,0.56,0.0,0.0,0.06,0.16,0.32,0.46
MS_cdt,52,0.72,1.0,0.0,0.0,0.42,0.58,0.0,0.0,0.06,0.16,0.32,0.46
MS2_cdt,52,0.72,1.0,0.0,0.0,0.42,0.58,0.0,0.0,0.06,0.16,0.32,0.46
SMM_cdt,52,0.83,0.96,0.0,0.52,0.36,0.42,0.0,0.23,0.06,0.16,0.32,0.46
HDy_cdt,52,0.84,1.0,0.06,0.49,0.35,0.42,0.02,0.21,0.06,0.16,0.32,0.46
CC2,52,0.36,0.0,0.38,0.26,0.36,0.0,0.38,0.26,0.06,0.16,0.32,0.46
PWK,52,0.19,0.15,0.26,0.4,0.19,0.15,0.26,0.4,0.06,0.16,0.32,0.46
HDx,52,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.06,0.16,0.32,0.46
GAC,52,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.06,0.16,0.32,0.46
GPAC,52,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.06,0.16,0.32,0.46
FM,52,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
EMQ,52,0.06,0.1,0.55,0.29,0.06,0.1,0.55,0.29,0.06,0.16,0.32,0.46
KDEyHD,52,0.0,0.0,0.38,0.62,0.0,0.0,0.38,0.62,0.06,0.16,0.32,0.46
KDEyCS,52,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06,0.16,0.32,0.46
KDEyML,52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06,0.16,0.32,0.46
CC,53,0.73,1.0,0.85,0.81,0.22,0.29,0.25,0.24,0.06,0.16,0.32,0.46
PCC,53,0.67,0.87,0.69,0.76,0.22,0.29,0.23,0.25,0.06,0.16,0.32,0.46
ACC,53,0.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
PACC,53,1.0,0.0,0.0,0.5,0.67,0.0,0.0,0.33,0.06,0.16,0.32,0.46
T50,53,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
MAX,53,0.34,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
MS,53,0.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
MS2,53,0.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
X,53,0.37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.16,0.32,0.46
SMM,53,1.0,0.0,0.0,0.5,0.67,0.0,0.0,0.33,0.06,0.16,0.32,0.46
DyS,53,1.0,0.03,0.09,0.45,0.64,0.02,0.05,0.29,0.06,0.16,0.32,0.46
DySyn,53,0.79,1.0,1.0,0.93,0.21,0.27,0.27,0.25,0.06,0.16,0.32,0.46
HDy,53,1.0,0.11,0.1,0.51,0.58,0.06,0.06,0.3,0.06,0.16,0.32,0.46
ACC_syn,53,0.7,1.0,0.8,0.75,0.22,0.31,0.25,0.23,0.06,0.16,0.32,0.46
PACC_syn,53,0.63,0.87,0.57,0.74,0.23,0.31,0.2,0.26,0.06,0.16,0.32,0.46
X_syn,53,0.02,0.02,0.01,0.19,0.08,0.08,0.04,0.79,0.06,0.16,0.32,0.46
MAX_syn,53,0.02,0.02,0.01,0.19,0.08,0.08,0.04,0.79,0.06,0.16,0.32,0.46
T50_syn,53,0.82,1.0,0.92,0.94,0.22,0.27,0.25,0.26,0.06,0.16,0.32,0.46
MS_syn,53,0.69,1.0,0.83,0.79,0.21,0.3,0.25,0.24,0.06,0.16,0.32,0.46
MS2_syn,53,0.68,1.0,0.62,0.77,0.22,0.33,0.2,0.25,0.06,0.16,0.32,0.46
SMM_syn,53,0.82,0.95,1.0,1.0,0.22,0.25,0.27,0.27,0.06,0.16,0.32,0.46
HDy_syn,53,0.83,1.0,0.99,0.93,0.22,0.27,0.26,0.25,0.06,0.16,0.32,0.46
DyS_cdt,53,0.79,1.0,0.09,0.45,0.34,0.43,0.04,0.19,0.06,0.16,0.32,0.46
