qnt,batch_index,cDefacement_p,cbenign_p,cmalware_p,cphishing_p,cspam_p,cDefacement_p_normalized,cbenign_p_normalized,cmalware_p_normalized,cphishing_p_normalized,cspam_p_normalized,cDefacement_real,cbenign_real,cmalware_real,cphishing_real,cspam_real
DyS_cdt,359,0.54,0.99,0.9,0.62,0.92,0.14,0.25,0.23,0.16,0.23,0.48,0.0,0.08,0.36,0.08
ACC_cdt,359,0.06,0.0,0.0,0.09,0.03,0.33,0.0,0.0,0.48,0.18,0.48,0.0,0.08,0.36,0.08
PACC_cdt,359,0.54,0.95,0.9,0.62,0.91,0.14,0.24,0.23,0.16,0.23,0.48,0.0,0.08,0.36,0.08
X_cdt,359,0.14,0.0,0.0,0.11,0.04,0.48,0.0,0.0,0.37,0.15,0.48,0.0,0.08,0.36,0.08
MAX_cdt,359,0.15,0.0,0.0,0.14,0.04,0.46,0.0,0.0,0.4,0.13,0.48,0.0,0.08,0.36,0.08
T50_cdt,359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.08,0.36,0.08
MS_cdt,359,0.06,0.0,0.0,0.03,0.03,0.48,0.0,0.0,0.27,0.25,0.48,0.0,0.08,0.36,0.08
MS2_cdt,359,0.07,0.0,0.0,0.06,0.03,0.43,0.0,0.0,0.37,0.2,0.48,0.0,0.08,0.36,0.08
SMM_cdt,359,0.54,0.95,0.9,0.62,0.91,0.14,0.24,0.23,0.16,0.23,0.48,0.0,0.08,0.36,0.08
HDy_cdt,359,0.61,1.0,0.94,0.72,0.93,0.14,0.24,0.22,0.17,0.22,0.48,0.0,0.08,0.36,0.08
CC2,359,0.39,0.05,0.13,0.34,0.09,0.39,0.05,0.13,0.34,0.09,0.48,0.0,0.08,0.36,0.08
PWK,359,0.48,0.05,0.11,0.26,0.1,0.48,0.05,0.11,0.26,0.1,0.48,0.0,0.08,0.36,0.08
HDx,359,0.57,0.25,0.27,0.67,0.01,0.57,0.25,0.27,0.67,0.01,0.48,0.0,0.08,0.36,0.08
GAC,359,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.48,0.0,0.08,0.36,0.08
GPAC,359,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.48,0.0,0.08,0.36,0.08
FM,359,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48,0.0,0.08,0.36,0.08
EMQ,359,0.47,0.0,0.08,0.38,0.07,0.47,0.0,0.08,0.38,0.07,0.48,0.0,0.08,0.36,0.08
KDEyHD,359,0.58,0.0,0.0,0.42,0.0,0.58,0.0,0.0,0.42,0.0,0.48,0.0,0.08,0.36,0.08
KDEyCS,359,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48,0.0,0.08,0.36,0.08
KDEyML,359,0.38,0.0,0.0,0.32,0.3,0.38,0.0,0.0,0.32,0.3,0.48,0.0,0.08,0.36,0.08
CC,360,0.8,0.93,0.86,0.92,0.51,0.2,0.23,0.21,0.23,0.13,0.26,0.06,0.14,0.04,0.5
PCC,360,0.8,0.92,0.83,0.89,0.52,0.2,0.23,0.21,0.22,0.13,0.26,0.06,0.14,0.04,0.5
ACC,360,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
PACC,360,0.76,0.95,0.87,0.96,0.48,0.19,0.24,0.22,0.24,0.12,0.26,0.06,0.14,0.04,0.5
T50,360,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MAX,360,0.03,0.0,0.05,0.0,0.48,0.06,0.0,0.08,0.0,0.86,0.26,0.06,0.14,0.04,0.5
MS,360,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS2,360,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
X,360,0.05,0.0,0.04,0.0,0.48,0.08,0.0,0.08,0.0,0.84,0.26,0.06,0.14,0.04,0.5
SMM,360,0.76,0.95,0.87,0.96,0.48,0.19,0.24,0.22,0.24,0.12,0.26,0.06,0.14,0.04,0.5
DyS,360,0.76,0.95,0.87,0.96,0.49,0.19,0.23,0.22,0.24,0.12,0.26,0.06,0.14,0.04,0.5
DySyn,360,0.81,0.94,0.86,0.94,0.49,0.2,0.23,0.21,0.23,0.12,0.26,0.06,0.14,0.04,0.5
HDy,360,0.82,0.96,0.89,1.0,0.5,0.2,0.23,0.21,0.24,0.12,0.26,0.06,0.14,0.04,0.5
ACC_syn,360,0.8,0.93,0.86,0.92,0.51,0.2,0.23,0.21,0.23,0.13,0.26,0.06,0.14,0.04,0.5
PACC_syn,360,0.8,0.92,0.83,0.89,0.52,0.2,0.23,0.21,0.22,0.13,0.26,0.06,0.14,0.04,0.5
X_syn,360,0.5,0.71,0.44,0.42,0.29,0.21,0.3,0.19,0.18,0.12,0.26,0.06,0.14,0.04,0.5
MAX_syn,360,0.5,0.71,0.44,0.42,0.29,0.21,0.3,0.19,0.18,0.12,0.26,0.06,0.14,0.04,0.5
T50_syn,360,0.85,0.9,0.92,1.0,0.3,0.21,0.23,0.23,0.25,0.08,0.26,0.06,0.14,0.04,0.5
MS_syn,360,0.8,0.92,0.86,0.92,0.49,0.2,0.23,0.22,0.23,0.12,0.26,0.06,0.14,0.04,0.5
MS2_syn,360,0.8,0.92,0.86,0.91,0.49,0.2,0.23,0.22,0.23,0.12,0.26,0.06,0.14,0.04,0.5
SMM_syn,360,0.87,1.0,0.91,0.98,0.53,0.2,0.23,0.21,0.23,0.12,0.26,0.06,0.14,0.04,0.5
HDy_syn,360,0.76,0.92,0.86,0.96,0.47,0.19,0.23,0.22,0.24,0.12,0.26,0.06,0.14,0.04,0.5
DyS_cdt,360,0.76,0.95,0.87,0.96,0.49,0.19,0.23,0.22,0.24,0.12,0.26,0.06,0.14,0.04,0.5
ACC_cdt,360,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
PACC_cdt,360,0.76,0.95,0.87,0.96,0.48,0.19,0.24,0.22,0.24,0.12,0.26,0.06,0.14,0.04,0.5
X_cdt,360,0.05,0.0,0.04,0.0,0.48,0.08,0.0,0.08,0.0,0.84,0.26,0.06,0.14,0.04,0.5
MAX_cdt,360,0.03,0.0,0.05,0.0,0.48,0.06,0.0,0.08,0.0,0.86,0.26,0.06,0.14,0.04,0.5
T50_cdt,360,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS_cdt,360,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS2_cdt,360,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
SMM_cdt,360,0.76,0.95,0.87,0.96,0.48,0.19,0.24,0.22,0.24,0.12,0.26,0.06,0.14,0.04,0.5
HDy_cdt,360,0.82,0.96,0.89,1.0,0.5,0.2,0.23,0.21,0.24,0.12,0.26,0.06,0.14,0.04,0.5
CC2,360,0.21,0.07,0.15,0.07,0.5,0.21,0.07,0.15,0.07,0.5,0.26,0.06,0.14,0.04,0.5
PWK,360,0.28,0.06,0.14,0.04,0.48,0.28,0.06,0.14,0.04,0.48,0.26,0.06,0.14,0.04,0.5
HDx,360,0.21,0.04,0.1,0.0,0.6,0.21,0.04,0.1,0.0,0.6,0.26,0.06,0.14,0.04,0.5
GAC,360,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
GPAC,360,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
FM,360,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
EMQ,360,0.24,0.07,0.16,0.01,0.52,0.24,0.07,0.16,0.01,0.52,0.26,0.06,0.14,0.04,0.5
KDEyHD,360,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
KDEyCS,360,0.34,0.0,0.0,0.3,0.36,0.34,0.0,0.0,0.3,0.36,0.26,0.06,0.14,0.04,0.5
KDEyML,360,0.31,0.0,0.0,0.0,0.69,0.31,0.0,0.0,0.0,0.69,0.26,0.06,0.14,0.04,0.5
CC,361,0.84,0.95,0.86,0.92,0.54,0.2,0.23,0.21,0.22,0.13,0.26,0.06,0.14,0.04,0.5
PCC,361,0.83,0.93,0.83,0.9,0.54,0.21,0.23,0.21,0.22,0.13,0.26,0.06,0.14,0.04,0.5
ACC,361,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
PACC,361,0.8,0.96,0.86,0.98,0.51,0.2,0.23,0.21,0.24,0.12,0.26,0.06,0.14,0.04,0.5
T50,361,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MAX,361,0.01,0.0,0.01,0.0,0.43,0.02,0.0,0.02,0.0,0.96,0.26,0.06,0.14,0.04,0.5
MS,361,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS2,361,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
X,361,0.0,0.0,0.02,0.0,0.43,0.0,0.0,0.04,0.0,0.96,0.26,0.06,0.14,0.04,0.5
SMM,361,0.8,0.96,0.86,0.98,0.51,0.19,0.23,0.21,0.24,0.12,0.26,0.06,0.14,0.04,0.5
DyS,361,0.81,0.96,0.86,0.99,0.52,0.2,0.23,0.21,0.24,0.12,0.26,0.06,0.14,0.04,0.5
DySyn,361,0.84,0.96,0.89,0.98,0.52,0.2,0.23,0.21,0.23,0.12,0.26,0.06,0.14,0.04,0.5
HDy,361,0.89,0.99,0.91,1.0,0.55,0.2,0.23,0.21,0.23,0.13,0.26,0.06,0.14,0.04,0.5
ACC_syn,361,0.84,0.95,0.86,0.92,0.54,0.2,0.23,0.21,0.22,0.13,0.26,0.06,0.14,0.04,0.5
PACC_syn,361,0.83,0.93,0.83,0.9,0.54,0.21,0.23,0.21,0.22,0.13,0.26,0.06,0.14,0.04,0.5
X_syn,361,0.52,0.67,0.4,0.41,0.32,0.22,0.29,0.17,0.18,0.14,0.26,0.06,0.14,0.04,0.5
MAX_syn,361,0.52,0.67,0.4,0.41,0.32,0.22,0.29,0.17,0.18,0.14,0.26,0.06,0.14,0.04,0.5
T50_syn,361,0.88,0.96,0.9,0.98,0.34,0.22,0.24,0.22,0.24,0.08,0.26,0.06,0.14,0.04,0.5
MS_syn,361,0.84,0.95,0.85,0.91,0.51,0.21,0.23,0.21,0.22,0.13,0.26,0.06,0.14,0.04,0.5
MS2_syn,361,0.84,0.95,0.86,0.91,0.51,0.21,0.23,0.21,0.22,0.13,0.26,0.06,0.14,0.04,0.5
SMM_syn,361,0.9,1.0,0.9,0.99,0.55,0.21,0.23,0.21,0.23,0.13,0.26,0.06,0.14,0.04,0.5
HDy_syn,361,0.86,0.96,0.89,0.99,0.56,0.2,0.23,0.21,0.23,0.13,0.26,0.06,0.14,0.04,0.5
DyS_cdt,361,0.81,0.96,0.86,0.99,0.52,0.2,0.23,0.21,0.24,0.12,0.26,0.06,0.14,0.04,0.5
ACC_cdt,361,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
PACC_cdt,361,0.8,0.96,0.86,0.98,0.51,0.2,0.23,0.21,0.24,0.12,0.26,0.06,0.14,0.04,0.5
X_cdt,361,0.0,0.0,0.02,0.0,0.43,0.0,0.0,0.04,0.0,0.96,0.26,0.06,0.14,0.04,0.5
MAX_cdt,361,0.01,0.0,0.01,0.0,0.43,0.02,0.0,0.02,0.0,0.96,0.26,0.06,0.14,0.04,0.5
T50_cdt,361,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS_cdt,361,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS2_cdt,361,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
SMM_cdt,361,0.8,0.96,0.86,0.98,0.51,0.19,0.23,0.21,0.24,0.12,0.26,0.06,0.14,0.04,0.5
HDy_cdt,361,0.89,0.99,0.91,1.0,0.55,0.2,0.23,0.21,0.23,0.13,0.26,0.06,0.14,0.04,0.5
CC2,361,0.2,0.07,0.16,0.08,0.49,0.2,0.07,0.16,0.08,0.49,0.26,0.06,0.14,0.04,0.5
PWK,361,0.26,0.07,0.14,0.05,0.48,0.26,0.07,0.14,0.05,0.48,0.26,0.06,0.14,0.04,0.5
HDx,361,0.2,0.08,0.23,0.04,0.43,0.2,0.08,0.23,0.04,0.43,0.26,0.06,0.14,0.04,0.5
GAC,361,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
GPAC,361,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
FM,361,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
EMQ,361,0.23,0.06,0.17,0.04,0.5,0.23,0.06,0.17,0.04,0.5,0.26,0.06,0.14,0.04,0.5
KDEyHD,361,0.0,0.22,0.0,0.0,0.78,0.0,0.22,0.0,0.0,0.78,0.26,0.06,0.14,0.04,0.5
KDEyCS,361,0.0,0.0,0.0,0.86,0.14,0.0,0.0,0.0,0.86,0.14,0.26,0.06,0.14,0.04,0.5
KDEyML,361,0.0,0.05,0.0,0.0,0.95,0.0,0.05,0.0,0.0,0.95,0.26,0.06,0.14,0.04,0.5
CC,362,0.8,0.94,0.85,0.88,0.56,0.2,0.23,0.21,0.22,0.14,0.26,0.06,0.14,0.04,0.5
PCC,362,0.79,0.92,0.85,0.87,0.56,0.2,0.23,0.21,0.22,0.14,0.26,0.06,0.14,0.04,0.5
ACC,362,0.0,0.0,0.01,0.0,0.41,0.0,0.0,0.01,0.0,0.99,0.26,0.06,0.14,0.04,0.5
PACC,362,0.74,0.94,0.89,0.93,0.53,0.18,0.23,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
T50,362,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MAX,362,0.01,0.0,0.0,0.0,0.39,0.02,0.0,0.0,0.0,0.98,0.26,0.06,0.14,0.04,0.5
MS,362,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS2,362,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
X,362,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
SMM,362,0.74,0.94,0.89,0.93,0.53,0.18,0.23,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
DyS,362,0.75,0.94,0.88,0.94,0.53,0.19,0.23,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
DySyn,362,0.82,0.95,0.91,0.95,0.55,0.2,0.23,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
HDy,362,0.83,0.98,0.93,0.99,0.54,0.19,0.23,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
ACC_syn,362,0.8,0.94,0.85,0.88,0.56,0.2,0.23,0.21,0.22,0.14,0.26,0.06,0.14,0.04,0.5
PACC_syn,362,0.79,0.92,0.85,0.87,0.56,0.2,0.23,0.21,0.22,0.14,0.26,0.06,0.14,0.04,0.5
X_syn,362,0.35,0.67,0.48,0.37,0.26,0.16,0.31,0.23,0.17,0.12,0.26,0.06,0.14,0.04,0.5
MAX_syn,362,0.35,0.67,0.48,0.37,0.26,0.16,0.31,0.23,0.17,0.12,0.26,0.06,0.14,0.04,0.5
T50_syn,362,0.9,0.94,0.9,1.0,0.5,0.21,0.22,0.21,0.24,0.12,0.26,0.06,0.14,0.04,0.5
MS_syn,362,0.8,0.93,0.85,0.88,0.53,0.2,0.23,0.21,0.22,0.13,0.26,0.06,0.14,0.04,0.5
MS2_syn,362,0.79,0.93,0.85,0.88,0.53,0.2,0.23,0.21,0.22,0.13,0.26,0.06,0.14,0.04,0.5
SMM_syn,362,0.85,1.0,0.94,0.95,0.58,0.2,0.23,0.22,0.22,0.13,0.26,0.06,0.14,0.04,0.5
HDy_syn,362,0.84,0.95,0.92,0.97,0.55,0.2,0.22,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
DyS_cdt,362,0.75,0.94,0.88,0.94,0.53,0.19,0.23,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
ACC_cdt,362,0.0,0.0,0.01,0.0,0.41,0.0,0.0,0.01,0.0,0.99,0.26,0.06,0.14,0.04,0.5
PACC_cdt,362,0.74,0.94,0.89,0.93,0.53,0.18,0.23,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
X_cdt,362,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MAX_cdt,362,0.01,0.0,0.0,0.0,0.39,0.02,0.0,0.0,0.0,0.98,0.26,0.06,0.14,0.04,0.5
T50_cdt,362,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS_cdt,362,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS2_cdt,362,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
SMM_cdt,362,0.74,0.94,0.89,0.93,0.53,0.18,0.23,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
HDy_cdt,362,0.83,0.98,0.93,0.99,0.54,0.19,0.23,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
CC2,362,0.25,0.1,0.13,0.07,0.45,0.25,0.1,0.13,0.07,0.45,0.26,0.06,0.14,0.04,0.5
PWK,362,0.27,0.07,0.13,0.05,0.48,0.27,0.07,0.13,0.05,0.48,0.26,0.06,0.14,0.04,0.5
HDx,362,0.28,0.08,0.1,0.1,0.46,0.28,0.08,0.1,0.1,0.46,0.26,0.06,0.14,0.04,0.5
GAC,362,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
GPAC,362,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
FM,362,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
EMQ,362,0.27,0.07,0.13,0.05,0.48,0.27,0.07,0.13,0.05,0.48,0.26,0.06,0.14,0.04,0.5
KDEyHD,362,0.29,0.0,0.0,0.0,0.71,0.29,0.0,0.0,0.0,0.71,0.26,0.06,0.14,0.04,0.5
KDEyCS,362,0.16,0.0,0.0,0.84,0.0,0.16,0.0,0.0,0.84,0.0,0.26,0.06,0.14,0.04,0.5
KDEyML,362,0.0,0.0,0.0,0.21,0.79,0.0,0.0,0.0,0.21,0.79,0.26,0.06,0.14,0.04,0.5
CC,363,0.76,0.95,0.86,0.91,0.58,0.19,0.23,0.21,0.22,0.14,0.26,0.06,0.14,0.04,0.5
PCC,363,0.76,0.92,0.84,0.89,0.57,0.19,0.23,0.21,0.22,0.14,0.26,0.06,0.14,0.04,0.5
ACC,363,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
PACC,363,0.7,0.95,0.87,0.97,0.54,0.17,0.24,0.22,0.24,0.13,0.26,0.06,0.14,0.04,0.5
T50,363,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MAX,363,0.06,0.0,0.0,0.0,0.41,0.12,0.0,0.0,0.0,0.88,0.26,0.06,0.14,0.04,0.5
MS,363,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS2,363,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
X,363,0.07,0.0,0.0,0.0,0.41,0.15,0.0,0.0,0.0,0.85,0.26,0.06,0.14,0.04,0.5
SMM,363,0.7,0.95,0.87,0.97,0.54,0.17,0.24,0.22,0.24,0.13,0.26,0.06,0.14,0.04,0.5
DyS,363,0.71,0.96,0.88,0.96,0.55,0.17,0.24,0.22,0.24,0.13,0.26,0.06,0.14,0.04,0.5
DySyn,363,0.77,0.97,0.9,0.96,0.57,0.18,0.23,0.22,0.23,0.14,0.26,0.06,0.14,0.04,0.5
HDy,363,0.82,0.98,0.91,1.0,0.57,0.19,0.23,0.21,0.23,0.13,0.26,0.06,0.14,0.04,0.5
ACC_syn,363,0.76,0.95,0.86,0.91,0.58,0.19,0.23,0.21,0.22,0.14,0.26,0.06,0.14,0.04,0.5
PACC_syn,363,0.76,0.92,0.84,0.89,0.57,0.19,0.23,0.21,0.22,0.14,0.26,0.06,0.14,0.04,0.5
X_syn,363,0.46,0.7,0.37,0.43,0.27,0.21,0.31,0.17,0.19,0.12,0.26,0.06,0.14,0.04,0.5
MAX_syn,363,0.46,0.7,0.37,0.43,0.27,0.21,0.31,0.17,0.19,0.12,0.26,0.06,0.14,0.04,0.5
T50_syn,363,0.84,0.98,0.94,1.0,0.33,0.21,0.24,0.23,0.24,0.08,0.26,0.06,0.14,0.04,0.5
MS_syn,363,0.76,0.95,0.86,0.91,0.57,0.19,0.23,0.21,0.22,0.14,0.26,0.06,0.14,0.04,0.5
MS2_syn,363,0.76,0.94,0.86,0.91,0.57,0.19,0.23,0.21,0.22,0.14,0.26,0.06,0.14,0.04,0.5
SMM_syn,363,0.82,1.0,0.91,0.98,0.58,0.19,0.23,0.21,0.23,0.14,0.26,0.06,0.14,0.04,0.5
HDy_syn,363,0.81,0.97,0.91,0.97,0.61,0.19,0.23,0.21,0.23,0.14,0.26,0.06,0.14,0.04,0.5
DyS_cdt,363,0.71,0.96,0.88,0.96,0.55,0.17,0.24,0.22,0.24,0.13,0.26,0.06,0.14,0.04,0.5
ACC_cdt,363,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
PACC_cdt,363,0.7,0.95,0.87,0.97,0.54,0.17,0.24,0.22,0.24,0.13,0.26,0.06,0.14,0.04,0.5
X_cdt,363,0.07,0.0,0.0,0.0,0.41,0.15,0.0,0.0,0.0,0.85,0.26,0.06,0.14,0.04,0.5
MAX_cdt,363,0.06,0.0,0.0,0.0,0.41,0.12,0.0,0.0,0.0,0.88,0.26,0.06,0.14,0.04,0.5
T50_cdt,363,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS_cdt,363,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS2_cdt,363,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
SMM_cdt,363,0.7,0.95,0.87,0.97,0.54,0.17,0.24,0.22,0.24,0.13,0.26,0.06,0.14,0.04,0.5
HDy_cdt,363,0.82,0.98,0.91,1.0,0.57,0.19,0.23,0.21,0.23,0.13,0.26,0.06,0.14,0.04,0.5
CC2,363,0.24,0.07,0.15,0.1,0.44,0.24,0.07,0.15,0.1,0.44,0.26,0.06,0.14,0.04,0.5
PWK,363,0.26,0.06,0.16,0.07,0.45,0.26,0.06,0.16,0.07,0.45,0.26,0.06,0.14,0.04,0.5
HDx,363,0.21,0.04,0.18,0.01,0.51,0.21,0.04,0.18,0.01,0.51,0.26,0.06,0.14,0.04,0.5
GAC,363,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
GPAC,363,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
FM,363,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
EMQ,363,0.31,0.04,0.15,0.03,0.46,0.31,0.04,0.15,0.03,0.46,0.26,0.06,0.14,0.04,0.5
KDEyHD,363,0.07,0.0,0.0,0.0,0.93,0.07,0.0,0.0,0.0,0.93,0.26,0.06,0.14,0.04,0.5
KDEyCS,363,0.07,0.0,0.0,0.84,0.08,0.07,0.0,0.0,0.84,0.08,0.26,0.06,0.14,0.04,0.5
KDEyML,363,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
CC,364,0.82,0.92,0.91,0.96,0.54,0.2,0.22,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
PCC,364,0.8,0.91,0.87,0.91,0.55,0.2,0.22,0.21,0.23,0.14,0.26,0.06,0.14,0.04,0.5
ACC,364,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
PACC,364,0.76,0.93,0.91,1.0,0.52,0.18,0.23,0.22,0.24,0.13,0.26,0.06,0.14,0.04,0.5
T50,364,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MAX,364,0.02,0.0,0.0,0.0,0.42,0.05,0.0,0.0,0.0,0.95,0.26,0.06,0.14,0.04,0.5
MS,364,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS2,364,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
X,364,0.03,0.0,0.0,0.0,0.41,0.07,0.0,0.0,0.0,0.93,0.26,0.06,0.14,0.04,0.5
SMM,364,0.76,0.93,0.91,1.0,0.52,0.18,0.23,0.22,0.24,0.13,0.26,0.06,0.14,0.04,0.5
DyS,364,0.77,0.94,0.92,1.0,0.52,0.19,0.23,0.22,0.24,0.13,0.26,0.06,0.14,0.04,0.5
DySyn,364,0.82,0.95,0.92,0.98,0.54,0.19,0.23,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
HDy,364,0.85,0.97,0.95,1.0,0.55,0.2,0.22,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
ACC_syn,364,0.82,0.92,0.91,0.96,0.54,0.2,0.22,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
PACC_syn,364,0.8,0.91,0.87,0.91,0.55,0.2,0.22,0.21,0.23,0.14,0.26,0.06,0.14,0.04,0.5
X_syn,364,0.43,0.64,0.42,0.41,0.29,0.2,0.29,0.19,0.19,0.13,0.26,0.06,0.14,0.04,0.5
MAX_syn,364,0.43,0.64,0.42,0.41,0.29,0.2,0.29,0.19,0.19,0.13,0.26,0.06,0.14,0.04,0.5
