qnt,batch_index,cdraw_p,ceight_p,celeven_p,cfifteen_p,cfive_p,cfour_p,cfourteen_p,cnine_p,cone_p,cseven_p,csix_p,csixteen_p,cten_p,cthirteen_p,cthree_p,ctwelve_p,ctwo_p,czero_p,cdraw_p_normalized,ceight_p_normalized,celeven_p_normalized,cfifteen_p_normalized,cfive_p_normalized,cfour_p_normalized,cfourteen_p_normalized,cnine_p_normalized,cone_p_normalized,cseven_p_normalized,csix_p_normalized,csixteen_p_normalized,cten_p_normalized,cthirteen_p_normalized,cthree_p_normalized,ctwelve_p_normalized,ctwo_p_normalized,czero_p_normalized,cdraw_real,ceight_real,celeven_real,cfifteen_real,cfive_real,cfour_real,cfourteen_real,cnine_real,cone_real,cseven_real,csix_real,csixteen_real,cten_real,cthirteen_real,cthree_real,ctwelve_real,ctwo_real,czero_real
MS_syn,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
MS2_syn,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
SMM_syn,1,0.99,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,0.99,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
HDy_syn,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
DyS_cdt,1,1.0,1.0,1.0,1.0,0.82,0.9,1.0,1.0,0.62,0.57,1.0,0.98,1.0,1.0,0.65,1.0,0.7,0.86,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.04,0.04,0.06,0.06,0.06,0.06,0.04,0.06,0.04,0.05,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
ACC_cdt,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
PACC_cdt,1,0.91,0.93,0.92,0.93,0.79,0.89,0.87,0.94,0.62,0.56,0.97,0.99,0.92,0.88,0.69,1.0,0.68,0.68,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.04,0.04,0.06,0.07,0.06,0.06,0.05,0.07,0.04,0.05,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
X_cdt,1,0.0,0.2,0.0,0.27,0.0,0.0,0.01,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.29,0.0,0.0,0.01,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
MAX_cdt,1,0.0,0.2,0.0,0.27,0.0,0.0,0.01,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.29,0.0,0.0,0.01,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
T50_cdt,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
MS_cdt,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
MS2_cdt,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
SMM_cdt,1,0.99,1.0,1.0,1.0,0.79,0.89,0.96,1.0,0.62,0.56,1.0,0.99,1.0,0.97,0.69,1.0,0.68,0.68,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.04,0.04,0.06,0.06,0.06,0.06,0.04,0.06,0.04,0.04,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
HDy_cdt,1,1.0,1.0,1.0,1.0,0.83,0.94,1.0,1.0,0.73,0.55,1.0,1.0,1.0,1.0,0.71,1.0,0.79,0.83,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.04,0.03,0.06,0.06,0.06,0.06,0.04,0.06,0.05,0.05,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
CC2,1,0.03,0.09,0.01,0.02,0.12,0.02,0.28,0.02,0.0,0.0,0.01,0.02,0.03,0.05,0.0,0.1,0.2,0.0,0.03,0.09,0.01,0.02,0.12,0.02,0.28,0.02,0.0,0.0,0.01,0.02,0.03,0.05,0.0,0.1,0.2,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
PWK,1,0.07,0.03,0.04,0.14,0.06,0.03,0.02,0.07,0.08,0.03,0.06,0.04,0.02,0.03,0.04,0.05,0.04,0.15,0.07,0.03,0.04,0.14,0.06,0.03,0.02,0.07,0.08,0.03,0.06,0.04,0.02,0.03,0.04,0.05,0.04,0.15,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
HDx,1,0.41,0.39,0.23,0.13,0.3,0.24,0.19,0.65,0.36,0.48,0.21,0.14,0.7,0.33,0.27,0.3,0.39,0.16,0.41,0.39,0.23,0.13,0.3,0.24,0.19,0.65,0.36,0.48,0.21,0.14,0.7,0.33,0.27,0.3,0.39,0.16,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
GAC,1,0.03,0.09,0.01,0.02,0.12,0.02,0.28,0.02,0.0,0.0,0.01,0.02,0.03,0.05,0.0,0.1,0.2,0.0,0.03,0.09,0.01,0.02,0.12,0.02,0.28,0.02,0.0,0.0,0.01,0.02,0.03,0.05,0.0,0.1,0.2,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
GPAC,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,1.0,0.0,1.0,0.4,1.0,0.21,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,1.0,0.0,1.0,0.4,1.0,0.21,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
FM,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
EMQ,1,0.36,0.01,0.01,0.05,0.0,0.02,0.05,0.0,0.2,0.0,0.01,0.02,0.0,0.01,0.08,0.04,0.04,0.09,0.36,0.01,0.01,0.05,0.0,0.02,0.05,0.0,0.2,0.0,0.01,0.02,0.0,0.01,0.08,0.04,0.04,0.09,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
KDEyHD,1,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
KDEyCS,1,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
KDEyML,1,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
CC,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
PCC,2,0.91,0.91,0.9,0.94,0.96,0.98,0.88,0.93,0.98,0.96,0.96,0.99,0.91,0.89,0.98,0.89,0.94,0.99,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.06,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
ACC,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
PACC,2,1.0,0.65,1.0,1.0,0.84,0.94,1.0,0.76,0.77,0.42,0.81,1.0,0.0,1.0,0.78,1.0,0.75,0.75,0.07,0.04,0.07,0.07,0.06,0.06,0.07,0.05,0.05,0.03,0.06,0.07,0.0,0.07,0.05,0.07,0.05,0.05,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
T50,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
MAX,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
MS,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
MS2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
X,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
SMM,2,1.0,0.65,1.0,1.0,0.84,0.94,1.0,0.76,0.77,0.42,0.81,1.0,0.0,1.0,0.78,1.0,0.75,0.75,0.07,0.04,0.07,0.07,0.06,0.06,0.07,0.05,0.05,0.03,0.06,0.07,0.0,0.07,0.05,0.07,0.05,0.05,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
DyS,2,1.0,0.61,1.0,1.0,0.89,0.93,1.0,0.82,0.81,0.4,0.84,1.0,0.0,1.0,0.77,1.0,0.73,0.86,0.07,0.04,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.03,0.06,0.07,0.0,0.07,0.05,0.07,0.05,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
DySyn,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
HDy,2,1.0,0.68,1.0,1.0,0.88,0.95,1.0,0.84,0.84,0.43,0.85,1.0,0.28,1.0,0.78,1.0,0.81,0.86,0.07,0.04,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.03,0.06,0.07,0.02,0.07,0.05,0.07,0.05,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
ACC_syn,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
PACC_syn,2,0.91,0.91,0.9,0.94,0.96,0.98,0.88,0.93,0.98,0.96,0.96,0.99,0.91,0.89,0.98,0.89,0.94,0.99,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.06,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
X_syn,2,0.0,0.23,0.0,0.42,0.54,0.71,0.06,0.01,0.73,0.22,0.47,0.85,0.0,0.0,0.7,0.0,0.68,0.88,0.0,0.04,0.0,0.06,0.08,0.11,0.01,0.0,0.11,0.03,0.07,0.13,0.0,0.0,0.11,0.0,0.1,0.14,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
MAX_syn,2,0.0,0.23,0.0,0.42,0.54,0.71,0.06,0.01,0.73,0.22,0.47,0.85,0.0,0.0,0.7,0.0,0.68,0.88,0.0,0.04,0.0,0.06,0.08,0.11,0.01,0.0,0.11,0.03,0.07,0.13,0.0,0.0,0.11,0.0,0.1,0.14,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
T50_syn,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
MS_syn,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
MS2_syn,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
SMM_syn,2,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,0.97,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.06,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
HDy_syn,2,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
DyS_cdt,2,1.0,1.0,1.0,1.0,0.89,0.93,1.0,1.0,0.81,0.4,1.0,1.0,1.0,1.0,0.77,1.0,0.73,0.86,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.02,0.06,0.06,0.06,0.06,0.05,0.06,0.04,0.05,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
ACC_cdt,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
PACC_cdt,2,0.91,0.91,0.9,0.94,0.84,0.94,0.88,0.93,0.77,0.42,0.96,1.0,0.91,0.89,0.78,1.0,0.75,0.75,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.03,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
X_cdt,2,0.0,0.23,0.0,0.42,0.0,0.0,0.06,0.01,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.35,0.0,0.0,0.05,0.01,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
MAX_cdt,2,0.0,0.23,0.0,0.42,0.0,0.0,0.06,0.01,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.35,0.0,0.0,0.05,0.01,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
T50_cdt,2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
MS_cdt,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
MS2_cdt,2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
SMM_cdt,2,1.0,1.0,1.0,1.0,0.84,0.94,0.97,1.0,0.77,0.42,1.0,1.0,1.0,0.98,0.78,1.0,0.75,0.75,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.03,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
HDy_cdt,2,0.99,1.0,1.0,1.0,0.88,0.95,1.0,1.0,0.84,0.43,1.0,1.0,1.0,1.0,0.78,1.0,0.81,0.86,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.03,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
CC2,2,0.0,0.09,0.06,0.03,0.07,0.0,0.26,0.06,0.0,0.0,0.04,0.0,0.06,0.07,0.0,0.08,0.18,0.0,0.0,0.09,0.06,0.03,0.07,0.0,0.26,0.06,0.0,0.0,0.04,0.0,0.06,0.07,0.0,0.08,0.18,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
PWK,2,0.09,0.03,0.06,0.09,0.06,0.05,0.02,0.05,0.06,0.06,0.06,0.05,0.07,0.03,0.03,0.03,0.05,0.11,0.09,0.03,0.06,0.09,0.06,0.05,0.02,0.05,0.06,0.06,0.06,0.05,0.07,0.03,0.03,0.03,0.05,0.11,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
HDx,2,0.18,0.31,0.5,0.2,0.24,0.2,0.18,0.51,0.24,0.28,0.24,0.17,0.67,0.11,0.25,0.25,0.29,0.14,0.18,0.31,0.5,0.2,0.24,0.2,0.18,0.51,0.24,0.28,0.24,0.17,0.67,0.11,0.25,0.25,0.29,0.14,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
GAC,2,0.0,0.09,0.06,0.03,0.07,0.0,0.26,0.06,0.0,0.0,0.04,0.0,0.06,0.07,0.0,0.08,0.18,0.0,0.0,0.09,0.06,0.03,0.07,0.0,0.26,0.06,0.0,0.0,0.04,0.0,0.06,0.07,0.0,0.08,0.18,0.0,0.09,0.03,0.09,0.14,0.06,0.0,0.0,0.1,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.06,0.04,0.12
